1,1,0,-4.4505,89.4,0
1,2,0,-4.0002,89.6,0
1,3,0,-3.6093,89.7,0
1,4,0,-3.4368,89.6,0
1,5,0,-3.3658,89.3,0
1,6,0,-3.3847,88.9,0
1,7,0,-3.4232,88.3,0
1,8,0,-3.468,87.8,0
1,9,0,-3.3095,87.4,0
1,10,5.1942,-3.0962,86.9,0
1,11,22.775,-2.8772,86.4,0
1,12,57.562,-2.4635,85.8,0
1,13,65.918,-1.9322,85.3,0
1,14,53,-1.5823,83.9,0
1,15,21.433,-1.4493,82.4,0
1,16,2.3288,-1.4583,82.1,0
1,17,0,-1.5488,82.6,0
1,18,0,-1.5458,83.3,0
1,19,0,-1.5538,83.7,0
1,20,0,-1.6107,84,0
1,21,0,-1.6652,84.3,0
1,22,0,-1.6965,84.7,0
1,23,0,-1.6458,85,0
1,24,0,-1.7355,85.2,0
2,1,0,-1.7148,85.6,0
2,2,0,-1.5687,86.1,0
2,3,0,-1.4837,86.1,0
2,4,0,-1.3722,85.9,0
2,5,0,-1.4107,85.4,0
2,6,0,-1.276,84.9,0
2,7,0,-1.06,83.5,0
2,8,0,-0.682,82.2,0
2,9,3.355,-0.527,80.9,0
2,10,16.837,-0.27767,80.4,0
2,11,43.313,0.17617,79.5,0
2,12,36.117,0.40183,78.4,0
2,13,80.92,0.97883,80.2,0
2,14,74.683,1.7488,81.4,0
2,15,30.04,2.0633,83.4,0
2,16,0.27917,1.4667,84.2,0
2,17,0,1.3598,84.7,0
2,18,0,1.0722,82.8,0
2,19,0,0.94283,82.4,0
2,20,0,0.69533,79.6,0
2,21,0,0.70983,77.5,0
2,22,0,0.72367,73.9,0
2,23,0,-0.14933,74.9,0
2,24,0,-1.4455,79.3,0
3,1,0,-2.301,82,0
3,2,0,-3.0105,83.8,0
3,3,0,-3.5605,85.1,0
3,4,0,-4.1965,86.1,0
3,5,0,-5.1165,86.8,0
3,6,0,-5.7433,87.2,0
3,7,0,-6.0958,87.7,0
3,8,0,-6.905,87.9,0
3,9,24.731,-7.1088,88,0
3,10,145.55,-5.0432,88.3,0
3,11,216.77,-3.6705,88.6,0
