DATE,DAP,GP,RMAINT,Mean Day Temp,Te,TeSum,TotDM,DMRoot,DMLeaf,LeafArea,DMStem,TotDMLeaf,TotDMStem,TotDMRoot,TotDmShoot,TotLeafArea,LAICov,LAI,NLeaf,NStem,NperLeaf,NperStem,TotNperLeaf,TotNperStem,TotRootDepth1,RCil,Transpiration,Evaporation,CumTranspiration,CumEvaporation,TotNperShoot,ShaftDi,ShaftLe
296,121,0.75066,0.0039485,9.3392,7.3392,1772.5,0.52269,0.043158,0.33233,0.0024925,0.14721,79.75,24.589,9.3905,104.34,0.61282,18.909,11.141,3.4,2.323,0.011299,0.0034197,3.1016,0.65473,43.009,80.528,0.79155,0.57862,279.67,341.74,3.7564,30.081,17.036
297,122,0.3313,0.0049155,11.774,9.7744,1782.2,0.22847,0.018864,0.1444,0.001083,0.065203,79.894,24.654,9.4094,104.55,0.61391,19.014,11.161,3.4,2.3189,0.0049097,0.001512,3.1066,0.65624,43.213,80.609,0.22681,0.16807,279.9,341.91,3.7628,30.274,17.109
298,123,0.76881,0.002228,12.982,10.982,1793.2,0.53661,0.044307,0.3369,0.0025267,0.15541,80.231,24.81,9.4537,105.04,0.61643,19.173,11.207,3.4,2.3143,0.011454,0.0035966,3.118,0.65984,43.442,80.798,0.84253,0.61434,280.74,342.52,3.7778,30.492,17.191
299,124,0.48213,0.0051899,12.805,10.805,1804,0.33385,0.027566,0.20822,0.0015616,0.098073,80.439,24.908,9.4812,105.35,0.61799,19.302,11.235,3.4,2.3098,0.0070794,0.0022653,3.1251,0.6621,43.668,79.921,0.40885,0.3032,281.15,342.82,3.7872,30.708,17.273
300,125,0.80403,0.0031697,12.229,10.229,1814.2,0.5606,0.046288,0.34743,0.0026057,0.16689,80.787,25.075,9.5275,105.86,0.6206,19.461,11.282,3.4,2.3055,0.011813,0.0038476,3.1369,0.66595,43.881,80.116,0.96117,0.70632,282.11,343.53,3.8028,30.914,17.35
301,126,0.76457,0.0050067,10.388,8.3883,1822.6,0.53169,0.043901,0.3278,0.0024585,0.15999,81.114,25.235,9.5714,106.35,0.62306,19.602,11.327,3.4,2.302,0.011145,0.003683,3.148,0.66963,44.057,80.3,0.92334,0.68848,283.04,344.22,3.8177,31.084,17.414
302,127,0.58215,0.005087,12.548,10.548,1833.2,0.40395,0.033353,0.2474,0.0018555,0.12319,81.362,25.358,9.6048,106.72,0.62491,19.742,11.361,3.4,2.2976,0.0084118,0.0028304,3.1565,0.67246,44.277,80.44,0.65054,0.48287,283.69,344.7,3.8289,31.299,17.494
303,128,0.57152,0.0035372,9.989,7.989,1841.2,0.39759,0.032828,0.24229,0.0018172,0.12247,81.604,25.48,9.6376,107.08,0.62673,19.861,11.394,3.4,2.2942,0.0082379,0.0028097,3.1647,0.67527,44.444,80.577,0.58079,0.44377,284.27,345.15,3.84,31.463,17.556
304,129,0.5909,0.0035904,10.911,8.9115,1850.1,0.41111,0.033945,0.24913,0.0018684,0.12804,81.853,25.608,9.6715,107.46,0.6286,19.99,11.428,3.4,2.2905,0.0084703,0.0029328,3.1732,0.6782,44.63,79.096,0.6575,0.50614,284.92,345.65,3.8514,31.646,17.624
305,130,0.3568,0.0040714,13.745,11.745,1861.8,0.24691,0.020387,0.14851,0.0011138,0.078015,82.002,25.686,9.6919,107.69,0.62971,20.119,11.448,3.4,2.2856,0.0050493,0.0017831,3.1782,0.67999,44.875,79.179,0.3177,0.24094,285.24,345.89,3.8582,31.89,17.715
306,131,0.57579,0.0021276,9.6335,7.6335,1869.5,0.40157,0.033157,0.24035,0.0018026,0.12806,82.242,25.814,9.7251,108.06,0.63152,20.238,11.481,3.4,2.2824,0.008172,0.0029228,3.1864,0.68291,45.034,79.315,0.64284,0.50398,285.89,346.4,3.8693,32.05,17.774
307,132,0.28224,0.0032533,7.7835,5.7835,1875.2,0.19529,0.016125,0.11646,0.00087345,0.062709,82.358,25.877,9.7412,108.24,0.63239,20.312,11.497,3.4,2.28,0.0039596,0.0014298,3.1903,0.68434,45.155,79.38,0.29407,0.23748,286.18,346.63,3.8747,32.171,17.819
